Question,Answer1,T11,T21,T31,T41,T51,neural_ans1_prob,Answer2,T12,T22,T32,T42,T52,neural_ans2_prob,Answer3,T13,T23,T33,T43,T53,neural_ans3_prob,bing_return
"There are 4 species of these dangerous African snakes: 1 black, 3 green",the mamba,yes,yes,yes,yes,yes,1.0,Answer: Cobras,yes,yes,yes,yes,yes,1.0,"\""He Ain't Heavy, He's My Brother\""",no,no,no,no,no,1.0,False
"Dickens novel containing the line ""It is a far, far better thing that I do, that I have ever done""","""A Tale of Two Cities""",yes,yes,yes,yes,yes,1.0,A Christmas Carol,yes,yes,yes,yes,yes,1.0,"""Heart Of Darkness""",yes,yes,yes,yes,yes,0.0,False
Aaron's mongrel dogs,Burr's curs,no,no,no,no,no,0.0,Sure! The answer to the Jeopardy question is:,yes,yes,yes,yes,yes,1.0,Daniel Boone,no,no,no,no,no,1.0,False
"The Chinese government, which controls all of these in the U.S., won't let a new one be named until it's 100 days old",giant pandas,yes,yes,yes,yes,yes,1.0,$100,yes,yes,yes,yes,yes,1.0,Eugene V. Debs,no,no,no,no,no,1.0,False
"John Adams said that a ""Useless man is called a disgrace, that 2 are called a law firm, & 3 or more become"" this body",Congress,yes,yes,yes,yes,yes,1.0,$3,yes,yes,yes,yes,yes,1.0,Phillips Screwdriver,yes,yes,yes,yes,yes,0.0,False
Pea soup was a staple in the ships of this navy that beat the French & Spanish at Trafalgar,the British navy,yes,yes,yes,yes,yes,1.0,Britain,yes,yes,yes,yes,yes,1.0,Maud Gonne,no,no,no,no,no,1.0,False
The wheel lock mechanism later used in lighters was invented around 1500 to ignite the powder in these,guns,yes,yes,yes,yes,yes,1.0,Answer: Match,yes,yes,yes,yes,yes,1.0,macadam,yes,yes,yes,yes,yes,0.0,False
"This 20th century school of design & art movement comes from the German words for ""build"" & ""house""",Bauhaus,yes,yes,yes,yes,yes,1.0,Bauhaus,yes,yes,yes,yes,yes,1.0,Thick,yes,yes,yes,yes,yes,0.0,False
"4-word completion of the proverb ""Curses, like chickens...""",come home to roost,yes,yes,yes,yes,yes,1.0,Sure thing! Here is the answer to the Jeopardy question:,yes,yes,yes,yes,yes,1.0,Saint Matilda,yes,yes,yes,yes,yes,0.0,False
The main character of one his major works is Humphrey Chimpden Earwicker,James Joyce,no,no,no,no,no,0.0,HUMFREY,no,no,no,no,no,0.0,The Sorbonne,no,no,no,no,no,1.0,False
"It follows ""A penny for a spool of thread, a penny for a needle, that's the way the money goes...""","""Pop Goes the Weasel""",yes,yes,yes,yes,yes,1.0,Sure thing! The answer to the Jeopardy question is:,yes,yes,yes,yes,yes,1.0,Saint Matilda,yes,yes,yes,yes,yes,0.0,False
"In 1960 the FDA approved production of Enovid, the 1st of these",Birth Control Pills,yes,yes,yes,yes,yes,1.0,- 2,yes,yes,yes,yes,yes,1.0,a book,yes,yes,yes,yes,yes,0.0,True
"He was the first African American on a U.S. coin; the reverse of his half dollar read, ""from slave cabin to hall of fame""",Booker T. Washington,yes,yes,yes,yes,yes,1.0,-1000,yes,yes,yes,yes,yes,1.0,berber,no,no,no,no,no,1.0,False
"President of North Vietnam for 24 years, his mausoleum in Hanoi is a national shrine",Ho Chi Minh,yes,yes,yes,yes,yes,1.0,- 10. AWNSER: Ho,yes,yes,yes,yes,yes,1.0,(Dolly) Parton,no,no,no,no,no,1.0,False
"""Did my father strike my gentleman for chiding of his fool?"" is one of Goneril's lines in this play",King Lear,yes,yes,yes,yes,yes,1.0,Answer: 5,yes,yes,yes,yes,yes,1.0,Northwestern,yes,yes,yes,yes,yes,0.0,False
"John Watson, a medical doctor",Sherlock Holmes,yes,yes,yes,yes,yes,1.0,$100,no,no,no,no,no,0.0,Cardigan Bay,no,no,no,no,no,1.0,False
"This VCR brand's name came from the Latin for ""great voice""",Magnavox,no,no,no,no,no,0.0,Sony,no,no,no,no,no,0.0,macadam,no,no,no,no,no,1.0,False
"One on the run, ""F is for...""",Fugitive,yes,yes,yes,yes,yes,1.0,Fugitive,yes,yes,yes,yes,yes,1.0,gizzard,yes,yes,yes,yes,yes,0.0,False
"Known as ""The Hero of Two Worlds"", this revolutionary seen here led military campaigns in Brazil & Italy",Giuseppe Garibaldi,yes,yes,yes,yes,yes,1.0,- 100. Napoleon,yes,yes,yes,yes,yes,1.0,Rick Barry,yes,yes,yes,yes,yes,0.0,False
"In 1978 this South African shot a final-round 64 to win the green jacket, & the Masters, by one stroke",Gary Player,yes,yes,yes,yes,yes,1.0,Gary Player,yes,yes,yes,yes,yes,1.0,Sir William Herschel,no,no,no,no,no,1.0,False
Mr. Vicious' children,Sid's kids,no,no,no,no,no,0.0,,no,no,no,no,no,0.0,stupendous,no,no,no,no,no,1.0,False
"This actor ""moonlighted"" in 1987: he won an Emmy for playing a P.I. & his ""The Return of Bruno"" yielded a top 5 hit",Bruce Willis,yes,yes,yes,yes,yes,1.0,-$100-,yes,yes,yes,yes,yes,1.0,Kanye West,yes,yes,yes,yes,yes,0.0,True
This big bouffant Broadway show became a 2007 film starring a big bouffant John Travolta,Hairspray,yes,yes,yes,yes,yes,1.0,Sure thing! Here is the answer to the Jeopardy question:,yes,yes,yes,yes,yes,1.0,South Vietnam,yes,yes,yes,yes,yes,0.0,False
"This family ""Invents New Diet:  Only Eat Fat Or Lean""",Jack Sprat & his wife,no,no,no,no,no,0.0,$100,no,no,no,no,no,0.0,90 degrees south,no,no,no,no,no,1.0,True
On screen he's been hard-boiled cop Dirty Harry,Clint Eastwood,yes,yes,yes,yes,yes,1.0,Sure thing! The answer to the Jeopardy question is:,yes,yes,yes,yes,yes,1.0,The Remains of the Day,no,no,no,no,no,1.0,False
"In California, February 6, 2004 was proclaimed this president's ""Day"" in honor of his 93rd birthday",Ronald Reagan,yes,yes,yes,yes,yes,1.0,Answer: Lincoln,yes,yes,yes,yes,yes,1.0,George Mitchell,yes,yes,yes,yes,yes,0.0,False
A reprise is an attack done in fencing after a brief return to this position,en garde,yes,yes,yes,yes,yes,1.0,Sure thing! The answer to the Jeopardy question is:,no,no,no,no,no,0.0,Eugene V. Debs,yes,yes,yes,yes,yes,0.0,False
This city some 30 miles west of Dallas began as an army post on the Trinity River,Fort Worth,yes,yes,yes,yes,yes,1.0,- FORT WORTH,yes,yes,yes,yes,yes,1.0,a book,yes,yes,yes,yes,yes,0.0,False
"Mimic this gastropod's ""pace"" when walking to school & you may get there by sixth period",snail,no,no,no,no,no,0.0,Snail,no,no,no,no,no,0.0,London & Paris,no,no,no,no,no,1.0,False
Dendroid means shaped like a tree; dentiform means shaped like this,a tooth,yes,yes,yes,yes,yes,1.0,Dendroid,yes,yes,yes,yes,yes,1.0,Maud Gonne,no,no,no,no,no,1.0,False
In June 1989 this Missouri congressman succeeded Thomas Foley as Majority Leader in the House,(Richard) Gephardt,yes,yes,yes,yes,yes,1.0,- 46,yes,yes,yes,yes,yes,1.0,S-T-A-P-H-Y-L-O-C-O-C-C-I,yes,yes,yes,yes,yes,0.0,False
"This grain that was cheaper than wheat was used to feed cattle & in the loaves that fed 5,000",Barley,yes,yes,yes,yes,yes,1.0,Corn,yes,yes,yes,yes,yes,1.0,Maastricht Treaty,yes,yes,yes,yes,yes,0.0,True
"This companion island to Trinidad has its own airport, Crown Point International",Tobago,yes,yes,yes,yes,yes,1.0,-  Tobago,yes,yes,yes,yes,yes,1.0,the Village Vanguard,yes,yes,yes,yes,yes,0.0,True
"In 1909 Henry Ford produced over 10,000 of this car, saying customers could get it in ""any color...so long as it is black""",the Model T,yes,yes,yes,yes,yes,1.0,Answer: Model T,yes,yes,yes,yes,yes,1.0,Couplet,yes,yes,yes,yes,yes,0.0,False
"Robin leads Beast Boy, Cyborg & the rest of this superhero group on Cartoon Network",Teen Titans,yes,yes,yes,yes,yes,1.0,Answer: Teen,yes,yes,yes,yes,yes,1.0,Best man,yes,yes,yes,yes,yes,0.0,False
It's the room between the ceiling joists & the roof rafters where you keep crazy Aunt Meredith,the attic,yes,yes,yes,yes,yes,1.0,$100,yes,yes,yes,yes,yes,1.0,Pinter's splinters,yes,yes,yes,yes,yes,0.0,False
An M.S. in M.E. is a Master of Science in this kind of engineering,mechanical,yes,yes,yes,yes,yes,1.0,- 200,yes,yes,yes,yes,yes,1.0,"""Heart Of Darkness""",yes,yes,yes,yes,yes,0.0,True
"This controversial Bonbay-born Brit is the author of ""Midnight's Children"" & of the cake slogan ""Naughty but nice""",Salman Rushdie,yes,yes,yes,yes,yes,1.0,AWNER,yes,yes,yes,yes,yes,1.0,Eugene V. Debs,no,no,no,no,no,1.0,False
"Fabric that does not ""bleed"" when washed or worn is said to be this",colorfast,yes,yes,yes,yes,yes,1.0,- 100,yes,yes,yes,yes,yes,1.0,fear itself,yes,yes,yes,yes,yes,0.0,False
Brenda & Dylan's spring dance rendezvous was a highlight of this series' first season,"Beverly Hills, 90210",yes,yes,yes,yes,yes,1.0,-$100$,yes,yes,yes,yes,yes,1.0,"Summer Wishes, Winter Dreams",no,no,no,no,no,1.0,False
The life & career of this female senator from Maine is on display at a library in Skowhegan,Margaret Chase Smith,yes,yes,yes,yes,yes,1.0,Answer: OBAMA,no,no,no,no,no,0.0,Scum,no,no,no,no,no,1.0,False
"Officially, it's a kingdom",Jordan,yes,yes,yes,yes,yes,1.0,Sure! The answer to the Jeopardy question is:,yes,yes,yes,yes,yes,1.0,Maastricht Treaty,yes,yes,yes,yes,yes,0.0,False
In 1971 the Lyndon Johnson Library at this school became the first presidential library on a college campus,University of Texas,yes,yes,yes,yes,yes,1.0,- 23,yes,yes,yes,yes,yes,1.0,a Good Humor bar,yes,yes,yes,yes,yes,0.0,False
"At Illinois senator Simon's funeral, former Senator Alan Dixon was listed in the program as one of these",a pallbearer,yes,yes,yes,yes,yes,1.0,-3,no,no,no,no,no,0.0,a book,no,no,no,no,no,1.0,False
This daughter of Nixon married Edward Cox at the White House in 1971,Tricia,yes,yes,yes,yes,yes,1.0,- $800 -,no,no,no,no,no,0.0,the Village Vanguard,yes,yes,yes,yes,yes,0.0,False
Some Moscow-set movie scenes have been filmed in this Finnish capital,Helsinki,yes,yes,yes,yes,yes,1.0,Helsinki,yes,yes,yes,yes,yes,1.0,Sandy Duncan,no,no,no,no,no,1.0,False
"Forgotten for centuries, this royal retreat of Incan kings was rediscovered by Hiram Bingham in July",Machu Picchu,yes,yes,yes,yes,yes,1.0,- 1500,yes,yes,yes,yes,yes,1.0,"""I Just Saw Her Standing There""",no,no,no,no,no,1.0,False
"""Tom Jones"" (1963)",Albert Finney,no,no,no,no,no,0.0,,yes,yes,yes,yes,yes,1.0,past,yes,yes,yes,yes,yes,0.0,False
"Divided into 2 parts by the Rond-Point, it stretches 1.17 miles through Paris",the Champs-Élysées,yes,yes,yes,yes,yes,1.0,Rue,yes,yes,yes,yes,yes,1.0,$500 million,yes,yes,yes,yes,yes,0.0,False
"This wanderer in the West spread the word on Swedenborgism, as well as his famous fruit trees",Johnny Appleseed,no,no,no,no,no,0.0,Sure thing! The answer to the Jeopardy question is:,yes,yes,yes,yes,yes,1.0,a poor boy,no,no,no,no,no,1.0,True
In 1981 Budget Dir. Stockman's criticism of the Reagan administration was published in this monthly,The Atlantic Monthly,yes,yes,yes,yes,yes,1.0,$800 $,yes,yes,yes,yes,yes,1.0,siren (risen),yes,yes,yes,yes,yes,0.0,False
"Isaiah said that the Lord shall gather the dispersed ""from"" these ""of the Earth""",the four corners,no,no,no,no,no,0.0,,no,no,no,no,no,0.0,Sir William Herschel,no,no,no,no,no,1.0,False
"Novel that says, ""Eliza made her desperate retreat across the river just in the dusk of twilight""",Uncle Tom's Cabin,yes,yes,yes,yes,yes,1.0,A WINTER'S,yes,yes,yes,yes,yes,1.0,the Village Vanguard,yes,yes,yes,yes,yes,0.0,False
In June 2002 they became the first sisters to be ranked No. 1 & 2 in tennis at the same time,Venus & Serena Williams,yes,yes,yes,yes,yes,1.0,- 7,yes,yes,yes,yes,yes,1.0,Rick Barry,yes,yes,yes,yes,yes,0.0,False
19 letters: A book full of facts plus a doctor for kids,encyclopediatrician,yes,yes,yes,yes,yes,1.0,$100,yes,yes,yes,yes,yes,1.0,Daniel Boone,no,no,no,no,no,1.0,False
His wife Florence consulted an astrologer who said that he'd win the presidency but die in office,Warren G. Harding,yes,yes,yes,yes,yes,1.0,- 10000,yes,yes,yes,yes,yes,1.0,stupendous,yes,yes,yes,yes,yes,0.0,False
"In Act 1 of this play, Happy complains to Biff about their father's driving",Death Of A Salesman,yes,yes,yes,yes,yes,1.0,Answer: $60,yes,yes,yes,yes,yes,1.0,black and tan,no,no,no,no,no,1.0,False
Richard Bachman,Stephen King,yes,yes,yes,yes,yes,1.0,Sure thing! Here's my answer:,yes,yes,yes,yes,yes,1.0,"\""He Ain't Heavy, He's My Brother\""",no,no,no,no,no,1.0,False
"Fearing their vengeful wrath, the Greeks called them Eumenides, which means ""The Kindly Ones""",Furies,yes,yes,yes,yes,yes,1.0,-200,yes,yes,yes,yes,yes,1.0,Private,no,no,no,no,no,1.0,False
The USA's first domed sports stadium opened in this city in 1965,Houston,yes,yes,yes,yes,yes,1.0,- 200,yes,yes,yes,yes,yes,1.0,Thick,yes,yes,yes,yes,yes,0.0,False
It's the animal that's most closely related to humans,chimpanzee,yes,yes,yes,yes,yes,1.0,Chimpanzee,yes,yes,yes,yes,yes,1.0,Daniel Boone,no,no,no,no,no,1.0,False
"Its ensemble cast included Kevin Kline, Glenn Close & William Hurt",The Big Chill,yes,yes,yes,yes,yes,1.0,A Fish Called Wanda,yes,yes,yes,yes,yes,1.0,Kanye West,no,no,no,no,no,1.0,False
The Last Drop Tavern was named for its proximity to the spot where public hangings took place in this Scottish capital,Edinburgh,yes,yes,yes,yes,yes,1.0,- 40,yes,yes,yes,yes,yes,1.0,London & Paris,no,no,no,no,no,1.0,False
"Most of the Greek Isles are in this sea, an arm of the Mediterranean",the Aegean Sea,yes,yes,yes,yes,yes,1.0,Sure thing! Here is the answer to the Jeopardy question:,yes,yes,yes,yes,yes,1.0,Anakin Skywalker,no,no,no,no,no,1.0,False
John Le Carre popularized the name of this burrowing mammal to mean a spy in enemy ranks,Mole,yes,yes,yes,yes,yes,1.0,Sure thing! The answer is:,yes,yes,yes,yes,yes,1.0,Fiat,no,no,no,no,no,1.0,True
"In arresting members of the Mahdaviyat group, this country claimed it had thwarted a plot to kill Khatami",Iran,yes,yes,yes,yes,yes,1.0,Iran,yes,yes,yes,yes,yes,1.0,"Olympia, Washington",yes,yes,yes,yes,yes,0.0,False
In 1964 this legendary couple of the stage became the first husband & wife awarded the Medal of Freedom,Alfred Lunt & Lynn Fontanne,yes,yes,yes,yes,yes,1.0,- 50,yes,yes,yes,yes,yes,1.0,Lie,yes,yes,yes,yes,yes,0.0,False
"Chapter 1 of this book is called ""Lucy Looks into a Wardrobe""","""The Lion, the Witch & the Wardrobe""",yes,yes,yes,yes,yes,1.0,- 100. AWNSER,yes,yes,yes,yes,yes,1.0,Fiat,yes,yes,yes,yes,yes,0.0,False
Traditionally you make a Caesar salad with this type of lettuce,Romaine,yes,yes,yes,yes,yes,1.0,Romaine,yes,yes,yes,yes,yes,1.0,past,yes,yes,yes,yes,yes,0.0,False
The city of Tuscaloosa in this state is named for a Choctaw leader who fought Hernando de Soto in 1540,Alabama,no,no,no,no,no,0.0,Alabama,no,no,no,no,no,0.0,"Summer Wishes, Winter Dreams",no,no,no,no,no,1.0,True
"JFK's 1962 State of the Union Address eulogized this Congressional legend known as ""Mr. Sam""",Rayburn,yes,yes,yes,yes,yes,1.0,-$500$,no,no,no,no,no,0.0,a Klondike bar,no,no,no,no,no,1.0,False
It's the proud banner seen here,Union Jack,yes,yes,yes,yes,yes,1.0,France,yes,yes,yes,yes,yes,1.0,Satellites,no,no,no,no,no,1.0,False
"The arrangement of words in feet in each of a poem's lines; the ""Iliad""'s is dactylic",meter,yes,yes,yes,yes,yes,1.0,Dactylic,yes,yes,yes,yes,yes,1.0,George Mitchell,yes,yes,yes,yes,yes,0.0,True
Kyle Chandler is the coach of a small-town high school football team on this critically acclaimed TV show,Friday Night Lights,yes,yes,yes,yes,yes,1.0,-$100,no,no,no,no,no,0.0,deadheading,no,no,no,no,no,1.0,True
"In February the U.N. voted to send 7,000 peacekeepers to this southern African nation",Angola,yes,yes,yes,yes,yes,1.0,-8,no,no,no,no,no,0.0,a pop-up,yes,yes,yes,yes,yes,0.0,False
"A high recognition factor prompted Lever Bros. to bring back the ""Ta-ta-ta-da"" ad for this",Imperial Margarine,yes,yes,yes,yes,yes,1.0,$100,yes,yes,yes,yes,yes,1.0,(Dolly) Parton,yes,yes,yes,yes,yes,0.0,False
A Yokozuna is an athlete who has reaced the highest rank in this sport,sumo wrestling,yes,yes,yes,yes,yes,1.0,Athletics,yes,yes,yes,yes,yes,1.0,"Summer Wishes, Winter Dreams",no,no,no,no,no,1.0,False
"Though much of Leviticus is ritual, chapter 19 has the sweeping ""Thou shalt love"" this person ""as thyself""",Thy neighbor,yes,yes,yes,yes,yes,1.0,- 19,yes,yes,yes,yes,yes,1.0,1848,yes,yes,yes,yes,yes,0.0,False
The California types of these are Mexican-Guatemalan hybrids & include the Hass,avocados,yes,yes,yes,yes,yes,1.0,Mexican avocados,yes,yes,yes,yes,yes,1.0,Rick Barry,no,no,no,no,no,1.0,False
Classic Bette Davis movie chronicling the life of the TV star who played Jan Brady,All About Eve Plumb,no,no,no,no,no,0.0,Sure thing! Here is the answer to the Jeopardy question:,yes,yes,yes,yes,yes,1.0,allergy,no,no,no,no,no,1.0,False
"This Finn's only opera, ""The Maiden in the Tower"", had a libretto in Swedish",Sibelius,yes,yes,yes,yes,yes,1.0,Swedish,yes,yes,yes,yes,yes,1.0,pantry and paltry,yes,yes,yes,yes,yes,0.0,False
"It's the country where you'll find Cape Nordkyn, the northernmost point on the European mainland",Norway,yes,yes,yes,yes,yes,1.0,Norway,yes,yes,yes,yes,yes,1.0,soprano,yes,yes,yes,yes,yes,0.0,False
"Natty Bumppo discovers there's ""The Penultimate Iroquois"" in this man's 1820s sequel",James Fenimore Cooper,yes,yes,yes,yes,yes,1.0,$100,yes,yes,yes,yes,yes,1.0,Thanksgiving Day,yes,yes,yes,yes,yes,0.0,False
"Aiding a felon before the crime or after it makes you one of these ""before"" or ""after the fact""",accessory,no,no,no,no,no,0.0,Sure! The answer to the Jeopardy question is:,yes,yes,yes,yes,yes,1.0,Indo-European,no,no,no,no,no,1.0,False
"On a hilarious sitcom on HBO, he played befuddled talk show host Larry Sanders",Garry Shandling,yes,yes,yes,yes,yes,1.0,$600,yes,yes,yes,yes,yes,1.0,Nashville Star,yes,yes,yes,yes,yes,0.0,False
The Khyber Pass connects these 2 countries,Pakistan and Afghanistan,yes,yes,yes,yes,yes,1.0,Pakistan,yes,yes,yes,yes,yes,1.0,"""Strawberry Fields Forever""",no,no,no,no,no,1.0,True
Gwyneth Paltrow portrayed her in the early days of her marriage to fellow poet Ted Hughes,Sylvia Plath,no,no,no,no,no,0.0,- 200,no,no,no,no,no,0.0,Private,no,no,no,no,no,1.0,False
Types of these you'll find in the forest include the red-eyed vireo & the scarlet tanager,birds,yes,yes,yes,yes,yes,1.0,Sure thing! Here is the answer to the Jeopardy question:,yes,yes,yes,yes,yes,1.0,Best man,yes,yes,yes,yes,yes,0.0,False
Inflammation of this tendon that pulls up the heel is common; rupture is a lot more serious,Achilles tendon,yes,yes,yes,yes,yes,1.0,Answer: Achilles,yes,yes,yes,yes,yes,1.0,soprano,yes,yes,yes,yes,yes,0.0,False
In the 1890s he established steamer lines on the Great Lakes to control the transport of iron to Pittsburgh,Andrew Carnegie,no,no,no,no,no,0.0,-200,no,no,no,no,no,0.0,berber,no,no,no,no,no,1.0,True
"Grilled pizza is a favorite dish of this host of the Food Network's ""Hot Off The Grill""",Bobby Flay,yes,yes,yes,yes,yes,1.0,- 100,no,no,no,no,no,0.0,Right Guard,yes,yes,yes,yes,yes,0.0,False
"Formerly director of Arkansas' department of health, in 1993 Joycelyn Elders was appointed to this higher post",the Surgeon General,yes,yes,yes,yes,yes,1.0,SURGEON GENERAL,yes,yes,yes,yes,yes,1.0,refracted,yes,yes,yes,yes,yes,0.0,False
The company began in 1759 when Arthur Guinness established a brewery in this capital city,Dublin,yes,yes,yes,yes,yes,1.0,- Dublin,yes,yes,yes,yes,yes,1.0,dodgeball,no,no,no,no,no,1.0,False
The popular sport muay thai is a type of this martial art,kickboxing,yes,yes,yes,yes,yes,1.0,- 8,yes,yes,yes,yes,yes,1.0,Georges Feydeau,no,no,no,no,no,1.0,False
"It's the ""Official Sports Beverage"" of the NFL, the NBA & the PGA",Gatorade,yes,yes,yes,yes,yes,1.0,Answer: Gatorade,yes,yes,yes,yes,yes,1.0,(Dolly) Parton,yes,yes,yes,yes,yes,0.0,False
"In the 1821 Battle of Carabobo, Spanish general Miguel de la Torre was no match for this South American",Simon Bolivar,yes,yes,yes,yes,yes,1.0,Sure thing! Here is the answer to the Jeopardy question:,yes,yes,yes,yes,yes,1.0,"Summer Wishes, Winter Dreams",no,no,no,no,no,1.0,True
You're not ordering a prison weapon; it's this front leg of beef that requires braising,a shank,no,no,no,no,no,0.0,Beef,yes,yes,yes,yes,yes,1.0,macadam,no,no,no,no,no,1.0,True
"This river is formed by the confluence of the Tallapoosa & Coosa Rivers, north of Montgomery",the Alabama River,yes,yes,yes,yes,yes,1.0,Answer: $800,yes,yes,yes,yes,yes,1.0,"""Heart Of Darkness""",no,no,no,no,no,1.0,False
"When he first saw Becky Thatcher, ""a certain Amy Lawrence vanished out of his heart and left not even a memory""",Tom Sawyer,yes,yes,yes,yes,yes,1.0,Answer: 20,yes,yes,yes,yes,yes,1.0,"Ontario, California",yes,yes,yes,yes,yes,0.0,False
In Indonesia nasi goreng is the fried type of this staple grain,Rice,yes,yes,yes,yes,yes,1.0,Nasi goreng,yes,yes,yes,yes,yes,1.0,(Dolly) Parton,no,no,no,no,no,1.0,False
"It's the numerical response that means ""Message confirmed"", good buddy",10-4,yes,yes,yes,yes,yes,1.0,,yes,yes,yes,yes,yes,1.0,Pinter's splinters,yes,yes,yes,yes,yes,0.0,False
"Famous Terrence who wrote the Tony-winning plays ""Master Class"" & ""Love! Valour! Compassion!""",Terrence McNally,yes,yes,yes,yes,yes,1.0,Terrence - 6,yes,yes,yes,yes,yes,1.0,tear/tier,yes,yes,yes,yes,yes,0.0,False
"In 1864 this motto first appeared on a U.S. coin, a 2-cent piece","""In God We Trust""",yes,yes,yes,yes,yes,1.0,$2,yes,yes,yes,yes,yes,1.0,(Charles) Lindbergh,no,no,no,no,no,1.0,False
"""The Angels of Buena Vista"" is Whittier's tribute to the women who cared for the wounded during this war",The Mexican War,yes,yes,yes,yes,yes,1.0,$800. CIVILIANS,yes,yes,yes,yes,yes,1.0,Whale,yes,yes,yes,yes,yes,0.0,False
"She fed us ""Dinner at the Homesick Restaurant"" in 1982 & gave us ""Breathing Lessons"" in 1988",Anne Tyler,yes,yes,yes,yes,yes,1.0,Anne,yes,yes,yes,yes,yes,1.0,"\""He Ain't Heavy, He's My Brother\""",yes,yes,yes,yes,yes,0.0,False
The one Lincoln wore to Ford's Theatre is in the Smithsonian,a tophat,yes,yes,yes,yes,yes,1.0,$200,no,no,no,no,no,0.0,Sandy Duncan,no,no,no,no,no,1.0,False
Litigation brought by multiple plaintiffs sharing the same legal problem,class action,yes,yes,yes,yes,yes,1.0,Suit,yes,yes,yes,yes,yes,1.0,Kanye West,yes,yes,yes,yes,yes,0.0,False
This mask is good for stopping shots & generating movie sequels,Goalie/hockey mask,yes,yes,yes,yes,yes,1.0,Batman,yes,yes,yes,yes,yes,1.0,S-T-A-P-H-Y-L-O-C-O-C-C-I,yes,yes,yes,yes,yes,0.0,False
"Belgian city whose name has come to mean ""defeat"" because Napoleon was defeated there",Waterloo,yes,yes,yes,yes,yes,1.0,- 100. WATERLOO,yes,yes,yes,yes,yes,1.0,Daniel Boone,yes,yes,yes,yes,yes,0.0,True
(VIDEO DAILY DOUBLE): She's the woman in the Francois Gerard painting seen here,(Cupid And) Psyche,yes,yes,yes,yes,yes,1.0,Answer: Marie Antoinette,yes,yes,yes,yes,yes,1.0,black and tan,yes,yes,yes,yes,yes,0.0,False
"This element, chemical symbol V, was named after the Scandinavian goddess of beauty",Vanadium,yes,yes,yes,yes,yes,1.0,Venus,yes,yes,yes,yes,yes,1.0,dodgeball,no,no,no,no,no,1.0,False
"The epilogue of this novel says, ""I have now told the singular, but veracious story of the opera ghost""",Phantom of the Opera,yes,yes,yes,yes,yes,1.0,ANSWER,yes,yes,yes,yes,yes,1.0,Georges Feydeau,yes,yes,yes,yes,yes,0.0,False
This saint of Avila founded her order of Barefoot Carmelites,Teresa,yes,yes,yes,yes,yes,1.0,- 500,yes,yes,yes,yes,yes,1.0,George Mitchell,no,no,no,no,no,1.0,False
In 2001 an aircraft carrier named for this former president was christened by his wife Nancy,Reagan,yes,yes,yes,yes,yes,1.0,Answer: Nixon,yes,yes,yes,yes,yes,1.0,black and tan,yes,yes,yes,yes,yes,0.0,False
"This Frenchman did not allow the publication of his ""Carnival of the Animals"" during his lifetime",Camille Saint-Saens,yes,yes,yes,yes,yes,1.0,- 18,no,no,no,no,no,0.0,drachmas,no,no,no,no,no,1.0,False
In January 1964 this Maine senator announced that she would seek the Republican nomination for president,Margaret Chase Smith,yes,yes,yes,yes,yes,1.0,Answer: ROCK,yes,yes,yes,yes,yes,1.0,"Summer Wishes, Winter Dreams",yes,yes,yes,yes,yes,0.0,False
This D.C. paper led all others in pursuing the story of the Watergate break-in,The Washington Post,yes,yes,yes,yes,yes,1.0,Washington Post,yes,yes,yes,yes,yes,1.0,Right Guard,yes,yes,yes,yes,yes,0.0,False
A leaner is worth 2 points in this pastime that dates back centuries,horseshoes,yes,yes,yes,yes,yes,1.0,Sure thing! The answer to the Jeopardy question is:,yes,yes,yes,yes,yes,1.0,allergy,yes,yes,yes,yes,yes,0.0,False
Until June 1997 this was the smallest fraction of a dollar used in NYSE trading,1/8,yes,yes,yes,yes,yes,1.0,-$0.01,yes,yes,yes,yes,yes,1.0,"Ontario, California",yes,yes,yes,yes,yes,0.0,False
"A scholarly paper on punning restaurant names was titled ""Dew Drop Inn and"" this vegetable ""Entertain You""",Lettuce,yes,yes,yes,yes,yes,1.0,$400,yes,yes,yes,yes,yes,1.0,Saint Matilda,yes,yes,yes,yes,yes,0.0,False
"Appropriately, this singer of ""California Gurls"" was born in Santa Barbara",Katy Perry,yes,yes,yes,yes,yes,1.0,- 30,no,no,no,no,no,0.0,skin & bones,no,no,no,no,no,1.0,True
These were first offered in 1939 to low-income families to help them buy groceries,food stamps,yes,yes,yes,yes,yes,1.0,$1.,yes,yes,yes,yes,yes,1.0,past,yes,yes,yes,yes,yes,0.0,False
"A work from George Gershwin: ""___ In Blue""",Rhapsody,yes,yes,yes,yes,yes,1.0,Answer: Rhapsody,yes,yes,yes,yes,yes,1.0,a Good Humor bar,yes,yes,yes,yes,yes,0.0,False
"After his 1616 death, his will stipulated that his ""second best bed"" go to his wife, Anne, which does beg a question...",Shakespeare,yes,yes,yes,yes,yes,1.0,Answer: Will,yes,yes,yes,yes,yes,1.0,Lie,yes,yes,yes,yes,yes,0.0,False
This Illinois man's 2 presidential runs in the 1950s garnered a total of 162 electoral votes,(Adlai) Stevenson,yes,yes,yes,yes,yes,1.0,Adlai,yes,yes,yes,yes,yes,1.0,drachmas,no,no,no,no,no,1.0,False
The Jacobins used the assassination of this editor of L'ami du Peuple as an excuse to begin the Reign of Terror,(Jean-Paul) Marat,yes,yes,yes,yes,yes,1.0,- 4,yes,yes,yes,yes,yes,1.0,Ostriches,yes,yes,yes,yes,yes,0.0,False
